Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot1-16_1_3182.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot1-16_1_3183.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot1-16_1_3184.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot1-16_1_3185.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot1-17_1_3187.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot1-17_1_3188.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot1-17_1_3189.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot1-17_1_3190.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot1-18_1_3192.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot1-18_1_3193.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot1-18_1_3194.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot1-18_1_3195.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot1-19_1_3197.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot1-19_1_3198.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot1-19_1_3199.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot1-19_1_3200.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot1-20_1_3202.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot1-20_1_3203.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot1-20_1_3204.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot1-20_1_3205.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot1-21_1_3207.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot1-21_1_3208.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot1-21_1_3209.d	F:\WOSP00101-DIA-DIANN\CAD20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot1-21_1_3210.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_1_Slot2-34_1_9883.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_2_Slot2-34_1_9884.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_3_Slot2-34_1_9885.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep1_4_Slot2-34_1_9886.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_1_Slot2-35_1_9888.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_2_Slot2-35_1_9889.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_3_Slot2-35_1_9890.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep2_4_Slot2-35_1_9891.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_1_Slot2-36_1_9893.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_2_Slot2-36_1_9894.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_3_Slot2-36_1_9895.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_A549_rep3_4_Slot2-36_1_9896.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_1_Slot2-37_1_9898.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_2_Slot2-37_1_9899.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_3_Slot2-37_1_9900.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep1_4_Slot2-37_1_9901.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_1_Slot2-38_1_9903.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_2_Slot2-38_1_9904.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_3_Slot2-38_1_9905.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep2_4_Slot2-38_1_9906.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_1_Slot2-39_1_9908.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_2_Slot2-39_1_9909.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_3_Slot2-39_1_9910.d	F:\WOSP00101-DIA-DIANN\N20211212chenc_WOSP00101_DIA_60min_K562_rep3_4_Slot2-39_1_9911.d
Q8TBA6	Q8TBA6	GOGA5_HUMAN	GOLGA5	Golgin subfamily A member 5	35886.2	36050.7	36867.1	37293.6	37712	36930.4	39164.2	39181.6	35809.1	36469.7	35825	35725.8	22651.1	21594.9	21606.8	21806.1	21562.2	19836.2	20938.3	21444.8	22694.8	19987.3	21004.5	20628.6	31993.4	32778.7	33032.6	31620.4	31906.9	32917.8	31837.8	31597.4	33670.9	33791.7	33037.9	32944.2	22568.2	20438.7	21696.9	21297.8	21612.8	20822.4	21549.7	22113.2	21518.1	21345.6	21817.1	21176.6
Q8TBB1	Q8TBB1	LNX1_HUMAN	LNX1	E3 ubiquitin-protein ligase LNX					3666.04								8490.97	10636.5	9890.14	6883.82	9693.02	10441.6	9320.77	9029.23	9422.12	9862.04	10294.7	7928.82							9404.94		7565.24				8562.37	9174.3	9494.85	8084.61	9522.21	7933.6	8664.86	9180.8	8248.39	8747.18	9345.8	8863.16
Q8TBB5	Q8TBB5	KLDC4_HUMAN	KLHDC4	Kelch domain-containing protein 4	55967.1	56091.8	54556.3	54166.1	53453	51462	52404.8	54458.6	53680.6	53484.3	51944.7	53198.1	42544.8	47361.4	45695.8	39471.5	40284.5	38870.3	45459.8	40840.2	46105	47544.5	50670.9	49671.5	49326	51731	50367.4	52836.7	50063.5	51101.2	50406.1	49698.2	48558.7	52115.7	50452	54094.7	47855.2	46449.3	47502	45460.9	51720.7	48603.4	47752	49263.8	50168.9	52520.3	50332.1	53666.9
Q8TBC3	Q8TBC3	SHKB1_HUMAN	SHKBP1	SH3KBP1-binding protein 1	15568.5	15303.1	15641	14316.5	15722.7	14367.2	14853.7	15368.1	14231.1	14728	15332.4	14677.1	17611.1	16574.4	17510.7	17050.6	17455.3	16882.4	16865.9	17627	16623	17800.7	17376.2	17030.4	13260.2	13653.7	13664.2	13498.5	13927.4	14013.4	14333.8	13979.1	13637.1	14068.5	13818.5	13598.5	15816	16192.9	15979.4	16086.1	16499.3	16274	15914.1	15768.6	16144.9	16155.3	15925.1	16299.9
Q8TBC4	Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	61095.4	60444.4	60986.6	61011.9	59631.9	57705.2	62882.4	63617.6	61633.2	58142	60635	60926.4	59270.4	57619.9	60081.5	60341.8	59292.9	60396.5	59941.8	58790.9	58841.2	58068.8	57291.6	61725.2	61124.5	63693.8	61109.9	60764.1	60082	59121.6	59864.9	60136.2	57825.3	58403.1	59336.2	61075.2	64042.8	61817.8	61982.5	65258.3	64993.4	66006.5	65997.8	66500	64893.1	69263.7	67669.2	67759.9
Q8TBE0	Q8TBE0	BAHD1_HUMAN	BAHD1	Bromo adjacent homology domain-containing 1 protein													6154.69	6935.38	8218.91	4975.54	7166.55	6162.16	6326.95	8177.74	8157.34	7775.59	7186.24	7554.6													6715.78	6609.85	5817.79	7384.83	7062.03	6322.04	7296.03	8416.17	7107.1	7626.04	8354.37	9341.76
Q8TBE9	Q8TBE9	NANP_HUMAN	NANP	N-acylneuraminate-9-phosphatase	22448	23406.4	22029.8	23847.4	21455.9	22104.7	22388.2	22989	22503.6	23437.3	23505	21460.2	15273	16143.8	16498.3	19203.1	17981.4	19234	17781.6	20611.8	18899.3	16330.6	17066.4	17539	22658.3	22476	20923	21056	21322.8	19760.6	22107.8	20085	22156.5	20284.2	21860	21795.4	15666	17737.9	17212.6	17722.3	18170.8	17444.4	17857.8	18104.6	16899.3	17194.6	17592.7	18686.6
Q8TBF2	Q8TBF2	PXL2B_HUMAN	PRXL2B	Prostamide/prostaglandin F synthase	8551.08	7869.51	7188.2	6960.41	7579.04	7287.05	8267.61	8231.96	7999.82	6256.67	7619.42	7240.22	10343.1	10102.2	9162.13	9569.27	10394.9	8903.57	9932.11	9452.12	8814.55	9292.15	9583.65	9850.43	6393.79	6311.14	6831.75	6088.73	6055.31	6781.91	6463.83	6713.71	6332.06	7399.95	6564.02	6830.17	10620.6	9895.9	9216.63	9719.05	10428.7	9041.9	9218.15	8930.82	10193.5	9873.57	9962.35	9371.07
Q8TBF4	Q8TBF4	ZCRB1_HUMAN	ZCRB1	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	11285.3	10354.9	10772.2	10813.9	9678.77	12098.7	10099.5	9834.95	10238.6	9717.27	9096.27	12414.1	14062.3	13464.1	13278.7	15353.3	14034	18482.5	15359.3	15501.2	14007.8	11420.8	13727	13100.5	15734.8	15019.6	15414.6	15420.6	14413.1	13530.8	13350	14417.5	12187	15104.1	12979.6	14916.5	24294.1	19908.4	20249.4	19962.3	23282.4	21512.2	22847.7	21889.9	18571.2	19240	17702.8	19300
Q8TBF5	Q8TBF5	PIGX_HUMAN	PIGX	Phosphatidylinositol-glycan biosynthesis class X protein	9407.47	9606.38	8838.67	7576.52	10855.6	8180.08	8882.4	9628.64	8498.99	9028.96	9331.11	10077.5	6006.34	4999.91	5603.25	4699.99	4915.57	5782.1	5137.99	4641.97	5262.35	5286.79	4612.9	4626.89	9765.14	9073.2	9230.47	8786.27	9038.97	9413.94	7782.05	8169.31	8356.07	8911.52	8502.17	8500.95	3779.73	4179.78	4619.11	2839.55	3463.13		4280.78	4073.21	3218.46	4924.88	4431.57	4555.49
Q8TBK6	Q8TBK6	ZCH10_HUMAN	ZCCHC10	Zinc finger CCHC domain-containing protein 10	10474.4		9220.13	11987.7	8357.86	10597.6	10428.6	12021.1	13664.6	11107.2	11238.1	9172.29	9820.73	11076.4	11347.3	11646.8	10714	10173.5	11155.3	10028.2	10993.5	11195.7	11407.4	12807	7479.85	8166.73	7564.68	8649.89	8109.52	9037.16	9533.18	8614.26	7240.01	8671.78	6775.32	8707.48	10588.6	9403.78	10333.9	9897.21	11184.1	11084.7	11461.5	11698.1	11127.6	11272	9243.54	11575.4
Q8TBM8	Q8TBM8	DJB14_HUMAN	DNAJB14	DnaJ homolog subfamily B member 14	24074.3	24148.6	25969.6	22498	23430.5	24968.6	20826	21898.3	21609.8	20606	22921.1	21059.9		10860.5				12666.6		14462.9	9790.98	12013.6	8287.96	10852.4	15666.4	15763.2	15838	16253.5	14570.4	15033.5	15774.7	15760.1	15944.2	15252.6	16316.2	16876.1	8402.28	5753.26	7165.09	7442.17	8226.89	5457.55	5598.66	7279.48	5879.88	5771.73		7469.99
Q8TBN0	Q8TBN0	R3GEF_HUMAN	RAB3IL1	Guanine nucleotide exchange factor for Rab-3A	9745.47	11316.5	10904.7	10808	9620.28	9862.05	11213.8	9496.9	9610.38	10538.9	10690.7	12078.3	36390.5	36431.7	38530.8	37444.9	35214.9	34594.4	35794.7	36739	37393.1	36116.5	39338.1	37148.4	9830.07	12031.4	11312.3	10660	10166.2	11203.9	11492.6	10207.6	10974.3	10053.9	12136.2	11960.5	40995.9	39614.9	40558.8	41339.7	39567.5	38249.6	39584.5	39212	38401.6	38405.4	38709.2	39672.4
Q8TBP6	Q8TBP6	S2540_HUMAN	SLC25A40	Solute carrier family 25 member 40	10524.2	10046.4	9709.5	10933.5	11016.5	9482.27	9925.44	10800.5	11299.6	9641.61	10469.5	9866.83	9753.1	8702.95	9230.88	9322.57	9213.65	8754.94	8744.48	8799.43	8957.83	9647.35	10751.9	10018.8	10558.1	10429	10983.6	10563.1	11093.2	9980.6	10862.1	10205.2	9831.17	9944.37	10648.3	10489	10409.5	9636.1	9435.14	9962.98	9010.79	9518.34	9504.14	9607.32	9514.98	9212.36	10011.4	9191.32
Q8TBQ9	Q8TBQ9	KISHA_HUMAN	TMEM167A	Protein kish-A	109839	115834	113813	107381	115132	120340	117988	117643	105555	106974	103523	112551	121537	131053	122067	137672	113003	142958	117513	118186	104596	108773	117255	106276	124133	131634	115456	129129	130639	127174	123437	121967	144185	119724	116254	121587	175175	163179	169345	191439	136093	135485	127937	128996	134320	117770	130856	130026
Q8TBX8	Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	38432.9	42007.5	41281.6	44405.8	43637.7	42744.2	41854.9	43515.2	40805.3	45136.7	40635.5	44287.6	47643	41745.7	45101.2	45116.5	44961.3	39309.2	35445.1	36741.1	43323.4	44933.8	47247.6	44059.6	52292.9	48589	52622.6	53228.2	51928.1	50268.5	50217.2	52109.4	48165	48671.5	44298.7	44722.1	48443.4	49067.8	46572.1	47981	43558.8	43618.9	43807.3	45679.7	46381.5	46816.4	48675.6	46619.9
Q8TBZ3	Q8TBZ3	WDR20_HUMAN	WDR20	WD repeat-containing protein 20	14386.9	14178	17975.2	14792.8	15408.4	17073.6	17271.5	15462.1	17297.7	16512.4	17808.7	15325.3	10844.4	8066.67	10825.4	11163.1	14275.9	13639.1	11988.1	11650.2	12009.7	10078.1	10859.5	9855.26	15343.6	14411	16645.3	15550.1	15745.8	14509.2	14886.5	15104.3	13152.6	13491.8	14515	14572.5	11304.1	12672	10719	10386.5	10665	11173.1	10810.6	11542.6	10583	12370.9	12618.8	11104.6
Q8TBZ6	Q8TBZ6	TM10A_HUMAN	TRMT10A	tRNA methyltransferase 10 homolog A	14033.5	12774	13118.8	14612	13254.9	14608.4	12946	14359	17437.6	15207.7	14824.4	14998.3	12537.5	12032.1	11129.4	10587.4	11434.4	12294.6	13533.4	16235.1	12765.4	12937.4	13123.1	13133.3	15011.2	15492.8	14891.5	15589.5	15683	14800.3	14531.6	14440.5	16077.8	15527.1	16324.5	15403.3	15769.6	15300.8	13686	15452.4	16257.8	15564	16863.4	15906.4	15522.9	15313.6	16374.7	16018.4
Q8TC07	Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	67115.4	70209.2	67446.7	67883.6	69574.7	68850.9	66565.6	68504.2	67769.2	69397.4	69384.3	70729.4	61653.8	63004.3	62251.8	61857.5	58839.1	62450.7	60208.2	63433	64050.8	62558.7	62854.3	63667.7	70191.1	71066.7	70101.7	70494.3	68416.8	69221.6	69845.9	72100.5	69935.9	68135.9	68572.9	67055.1	63028	61406	65060.9	61930.9	60276.7	62056.4	61823.3	60628.1	63215.1	64134.1	62381.1	63580.5
Q8TC12	Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	107633	105003	106444	105067	107990	103298	101980	106950	101299	107389	106725	107011	68218.6	69754	70450.3	66386	66749.9	62818.7	61376.2	68225.6	71058.5	72311.8	71704.7	74816.7	106762	110150	107881	107564	106290	105041	108840	105617	100603	102075	102371	100624	66113.7	66467	67755.6	66928.9	63804.1	65301.1	67821.4	63990	73491.8	67571.4	69103	64102.2
Q8TCA0	Q8TCA0	LRC20_HUMAN	LRRC20	Leucine-rich repeat-containing protein 20	25547	26995	26393	27212.2	26364.3	26270.6	27188.2	28359.9	28253.2	28594.5	28663.7	26518.7	15841.2	13590	15160.4	14383.3	14659.6	13432	14907.8	15899.9	15940.4	14774.9	13571.8	14764.7	28456.1	24774.4	25478.6	27057.2	27756.1	27866.8	28598.4	30355.4	26649.9	28225.7	27936.1	29732.2	14373.1	14356.7	13131.7	13798.7	13121	13467.3	14527	13884.1	14390.4	13798.1	14623.8	13695.1
Q8TCC3	Q8TCC3	RM30_HUMAN	MRPL30	39S ribosomal protein L30, mitochondrial	30336	32580	27131.4	32115.6	29888.8	29273	33861.2	29145.4	29502.1	33168	28348.9	26367	11490.1	14226.4	12585.9	12798.9	12602.8	11270	11044.6	11141.9	13747.9	17925.9	16755.2	13547.7	33667.9	35162.1	35941.9	34984.8	37096.8	37637.9	31762.3	34152.1	36998.3	35927.5	36522.2	38715.5	12367.2	12751.1	12455	14728.7	12669.7	11416.4	13946	12283.6	15638.8	14810.9	16876	16203.6
Q8TCD5	Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	94975.5	93337.2	85912.4	100760	98441.5	100101	96396.6	98435.1	100154	93728.6	97085.7	96818.1	86278.1	79974.5	82630.9	84844.2	82859.8	80595.5	83753.7	80897.7	79605.2	82675.2	85306.9	82059.3	102597	104198	106617	106132	101408	106338	103621	104452	102162	101013	100448	103294	85497.2	87166.6	85510.3	81328	81896.9	82299.6	86553.1	83034.3	84147.6	87799.6	86803.9	85886.3
Q8TCE6	Q8TCE6;Q6NSW5	DEN10_HUMAN	DENND10	DENN domain-containing protein 10	47558.7	47090.2	47539.6	47491.3	46042.5	46844.4	48089	48027.9	46475.3	48060.7	48617.9	47674.5	15823.1	15908.5	15382.7	15486.9	15060.8	15128.4	15747.5	15128.3	16269.4	15953.6	16179.4	17705.3	44515	43499.5	43988.2	44445.1	44903	44804	45146	43965.5	43023.9	43626	44786	41794.8	13793.1	13686.3	13455.8	13203.6	13548	13496.3	13173.1	12732.6	13120.1	15008.3	14558.2	14517.9
Q8TCF1	Q8TCF1	ZFAN1_HUMAN	ZFAND1	AN1-type zinc finger protein 1	13509.7	11751.9	10875.4	12891.4	12226.9	13132.9	12705	13110.4	12715	13208.1	13376.1	13038.4	8347.39	9918.11	9932.08	11143.1	10426.3	11419.1	12001	10552.9	9442.65	9527.97	10725.9	9243.59	13546.8	13397.4	14502.7	13315.3	14618.3	12399.9	13166.2	12664	13542.3	14095.2	13713.9	13790.9	10316.3	11046.5	11164.3	11408.8	12335	10243.4	11686.9	10872.1	9275.26	10471.2	10636.8	10512
Q8TCG1	Q8TCG1	CIP2A_HUMAN	CIP2A	Protein CIP2A	55112.8	55057.9	51467.3	53341.5	58537.5	54975.2	55912.6	56047.3	56748.8	56883.8	53865.7	54692.7	48754.8	48402.9	45483.7	48471.9	46938.8	47524.2	46976.6	44893.9	47989.8	48807.8	48968.9	49727.7	52601.7	51399.4	53796.4	53585.8	51716.3	52689	53533.1	53089.1	54324.4	54618.3	53517.5	54948.4	45481.4	46112.2	45299.7	44735.3	44542.9	46462.2	44038.9	45542.4	46487.1	47329.4	48497.1	46950.7
Q8TCG2	Q8TCG2	P4K2B_HUMAN	PI4K2B	Phosphatidylinositol 4-kinase type 2-beta	4502.06	6278.42	6222.67	4962.78	6022.97	5988.29	5579.67	5730.22	5105.22	6003.53	5146.25	4531.44	9678.05	9227.34	10763.9	10173.7	10160.6	10117.6	10523.5	9835.23	11225.9	10733.4	10659.5	10760.6	4931.76	4850.57	5027.77	4444.51	4744.24	4439.06	4084.93	4758.27	4595.38	4508.18	4929.85	4637.03	9141.08	9924.23	9341.26	9688.87	9583.89	9730.56	9477.6	9627.37	9709.93	9801.94	9587.28	10511.3
Q8TCJ2	Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	124388	122370	121619	122495	117278	116311	118512	114709	107294	115849	118589	116997	67701.3	70474.2	70957.1	68386.5	69558.9	63829.7	67242.3	69893.7	66023.4	65227.3	65461.4	66326.5	108820	113535	104219	104252	104370	102819	109396	105258	106792	99171.6	104427	105743	64205.1	60374.5	65056.1	63813	58651	62996.6	59749.2	60553.1	65257.1	62944.7	61640.4	58831.6
Q8TCN5	Q8TCN5	ZN507_HUMAN	ZNF507	Zinc finger protein 507	11221	9339.15	10276.9	10458.9	10271.9	9828.41	10210	9689.07	9901.16	10139.9	10369	10704.9	7348.89	6775.13	7464.08	7956.06	10934.1	10520.4	8168.43	8281.16	7447	7629.91	7391.69	6309.49	10262.6	11125.5	10121.3	10392.8	10083.4	9717.31	9911.69	10102.9	9836.63	9139.37	10294	9694.47	7292.89	6680.84	5974.03	6492.97	6706.68	7250.59	6878.23	6665.58	6019.71	6238.59	5939.14	5638.74
Q8TCS8	Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	114535	114686	118157	118847	114454	115484	113463	113377	116695	115843	119327	117081	103173	101358	99322.1	99611	103496	103962	101878	103278	99973.8	96841.8	100950	101061	114532	111824	111968	112038	109683	111719	112312	112293	114977	113053	112674	117453	100225	100156	101497	101856	101882	100424	99677.3	97906.3	95437.7	95803	98795.7	95504.9
Q8TCT7	Q8TCT7	SPP2B_HUMAN	SPPL2B	Signal peptide peptidase-like 2B	8540.06	7950.34	7508.38	7509.53	6948.47	7511.96	7733.11	9042.56	7041.98	8150.35	7814.15	8458.47	10412.1	8273.23	10334.8	10432.8	9282.49	9435.9	9080.9	11653.4	10660.6	10083.9	9306.64	9137.42	7567.97	7344.58	7600.81	7500.63	8751.62	6625.68	7000.92	6738.42	8365.22	6940.3	7264.65	10611.4	9789.28	10265.1	10281.1	10188.6	9799.74	9477.15	9272.74	10697.7	10238.7	9957.73	10225.4	10190.6
Q8TCT8	Q8TCT8	SPP2A_HUMAN	SPPL2A	Signal peptide peptidase-like 2A	59653.8	62276.2	67049.7	64545.6	61123.1	59882.8	58097.1	57977.1	60490	65209.7	66319.8	64572.3	36633.8	36060.6	40275.8	36079.8	40322.5	36563.5	39457.8	40145.8	34702.2	36670.6	35248.4	36676.5	61180.3	59020.7	61871.8	63946.4	62602.8	57591.2	55943.1	60861	56990.1	56423.7	58695.2	54627.2	28570	27633.2	28001.9	27425.1	31686.4	29062.6	29561.7	30990.9	27931.7	29250.2	28833.6	28466.5
Q8TCT9	Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	447003	436020	425166	432187	450731	437236	476922	454314	406702	404541	411397	406452	134561	108015	118525	124316	121365	111660	100079	95361.2	110135	108650	107638	109665	322389	333287	294939	290054	310220	326877	340343	314676	319827	329626	307407	310456	122906	111089	125037	119515	105627	110746	103576	117168	112903	110907	131488	112201
Q8TCU4	Q8TCU4	ALMS1_HUMAN	ALMS1	Alstrom syndrome protein 1	7105.15	8579.09	6759.88	8795	8758.54	8323.23	8501.16	9017.69	9176.62	9271.74	8131.94	9561.04	9230.6	10499.1	8997.89	8009.42	9283.59	9465.18	10224.4	10740.5	9664.92	8936.59	9615.89	8454.64	9381.24	11107.2	9079.43	9012.63	9131.06	8722.41	10371.2	9318.47	10365.7	10081.1	10839.6	9728.33	9732.95	10186.8	8930.92	11650	9278.36	9920.87	12291.3	10476	11440.7	10510.6	9776.39	10606.5
Q8TCU6	Q8TCU6	PREX1_HUMAN	PREX1	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein	3829.78	4308.71	3997.63	4061.15	4124.98	3960.41	3788.21	4135.71	3910.49	3760.03	3696.73	3560.03	1087.07	1884.8	2135.46					2208.79			1054.39	2159.69	4153.67	4341.21	4173.5	3974.7	4234.26	3524.62	4313.54	4381.28	4045.65	3937.44	4739.47	3936.76	3504.92	2677.22	2736.21	2909.75	2925.64	3123.22				3007.4		3193.68
Q8TCX1	Q8TCX1	DC2L1_HUMAN	DYNC2LI1	Cytoplasmic dynein 2 light intermediate chain 1	7405.37	8134.2	7898.18	7280.76	7613.93	7384.58	8443.08	7447.02	8493.88	8016.61	7185.89	7522.81	7651.42	7147.76	8371.28	6837.77	5985.01	8854.32	7405.99	6383.87	8539.13	5754.46	6688.57	8056.2	8885.15	7985.35	8926.32	8117.28	8030.33	8029.17	7065.71	6635.44	7815.21	9273.88	9425.62	9401.64	8439.25	7958.48	9069.2	9538.57	9264.65	8670.57	9121.67	8876.26	9846.44	9084.27	9607.95	10098.2
Q8TCX5	Q8TCX5	RHPN1_HUMAN	RHPN1	Rhophilin-1	18059.4	17162.5			15948.4	17800.6		15349	17154.4	19703.4	17774.7	14013.9									3835.44		3668.37		22128.9	21759.8	20207	20988.8				18180.9	19105.6	20579.6		20924.3										3383.05		
Q8TCY9	Q8TCY9	URGCP_HUMAN	URGCP	Up-regulator of cell proliferation	21480.8	21782.7	23005.5	22632.7	21636.3	21727.1	22973.3	23590.3	20680.3	21285.4	20421.6	20335.9	16453.3	11159.1	11482.3	12350.5	10764.1	12260.1	10923.5	9352.38	12570.8	12570.4	8823.77	14705.8	20373	21003.4	19335.7	19955.3	20580.1	20320.1	21361.1	20562.8	19768.9	20420.9	20172	21131.5	9534.79	8690.03	9221.9	7867.23	9759.26	9197.86	10229	8526.98	10900.6	8811.1	10486.6	9461.52
Q8TCZ2	Q8TCZ2	C99L2_HUMAN	CD99L2	CD99 antigen-like protein 2	16480.1	18309	16139.9	17292.3	17693.1	17027.9	17109.9	15514.5	17138.8	16031.8	18060.7	14706.4	4674.73	4528.98	4316.17	5759.96	4622.75	4135.93	4625.76	4548.74	5016.57	5366.34	4844.88	4806.43	11534.9	12836.2	11443.7	11636	11423.4	10498.4	9851.62	9961.88	11999.4	11635.6	12939.9	13132.8	3755.14	3998.72	3667.69		4140.71	4059.67	4943.96	5306.15	4956.77	5869.11	6192.88	4895.32
Q8TD16	Q8TD16	BICD2_HUMAN	BICD2	Protein bicaudal D homolog 2	48621.3	47226.2	43965.2	45926.4	47185.5	45107.7	45491.1	46925	47565.6	45551.9	46116	47951.1	39715	40072.7	38828.2	38447.1	39796	39712.2	40567.9	40946.2	38174.2	38327.7	38282.5	39442.6	42723.5	43304.7	42964.5	45102.4	42457.8	42269.2	43540.7	45034.6	45516.2	44930.5	43903.9	44278.6	38823.1	38668.9	38203.4	38075.8	39015.8	41038.1	39402.6	39852.9	36383.8	37945	36329.6	36967.5
